actor,movie_or_TV_name
Leslie Phillips,Ain't She Sweet
Leslie Phillips,"I Can't Give You Anything But Love, Baby"
Leslie Phillips,I Wonder Where My Baby Is Tonight
Leslie Phillips,"Yes Sir, That's My Baby"
Leslie Phillips,The House of Windsor
Leslie Phillips,"Queen Mother, RIP"
Leslie Phillips,Prince of Passion
Leslie Phillips,Pick a Princess
Leslie Phillips,They're Dogs with Attitudes
Leslie Phillips,I've Managed to Track Down Royston Bloat
Leslie Phillips,Show all 6 episodes
John Cleese,James Bond 007: Everything or Nothing
John Cleese,Education Tips No. 41: Choosing a Really Expensive School
John Cleese,George of the Jungle 2
John Cleese,Charlie's Angels: Full Throttle
John Cleese,Scorched
John Cleese,My Adventures in Television
John Cleese,No Escape
John Cleese,Fired
John Cleese,Death Be Not Pre-Empted
John Cleese,The Chinese Baby
John Cleese,The Art of Groveling
John Cleese,Show all 7 episodes
John Cleese,House of Mouse
John Cleese,Pete's Christmas Caper
John Cleese,Mickey and Minnie's Big Vacation
John Cleese,House of Genius
John Cleese,House of Scrooge
John Cleese,Die Another Day
John Cleese,Harry Potter and the Chamber of Secrets
John Cleese,Heineken 'Die Another Day' Television Commercial
John Cleese,Pinocchio
John Cleese,The Adventures of Pluto Nash
John Cleese,Taking the Wheel
John Cleese,007: Agent Under Fire Television Commercial
John Cleese,H.M.O.
John Cleese,Mickey's House of Villains
John Cleese,Mickey's Magical Christmas: Snowed in at the House of Mouse
John Cleese,Harry Potter and the Sorcerer's Stone
John Cleese,Rat Race
John Cleese,3rd Rock from the Sun
John Cleese,Mary Loves Scoochie: Part 2
John Cleese,Mary Loves Scoochie: Part 1
John Cleese,Dick and the Other Guy
John Cleese,Just Your Average Dick
John Cleese,Rockstar
John Cleese,The Magic Pudding
John Cleese,007 Racing
John Cleese,The World Is Not Enough
John Cleese,Quantum Project
John Cleese,Isn't She Great
John Cleese,The World Is Not Enough
John Cleese,Python Night: 30 Years of Monty Python
John Cleese,Casper & Mandrilaftalen
John Cleese,Episode #2.2
John Cleese,The Out-of-Towners
John Cleese,Parting Shots
John Cleese,Starship Titanic
John Cleese,Kiss Me Kate
John Cleese,Calendar
John Cleese,The Meaning of Life
John Cleese,George of the Jungle
John Cleese,Fierce Creatures
John Cleese,Monty Python & the Quest for the Holy Grail
John Cleese,"The Unorganized Manager, Part One: Damnation"
John Cleese,Mr. Toad's Wild Ride
John Cleese,Look at the State We're in!
John Cleese,Local Government
John Cleese,The Jungle Book
John Cleese,Mary Shelley's Frankenstein
John Cleese,The Swan Princess
John Cleese,Meetings Bloody Meetings
John Cleese,Last of the Summer Wine
John Cleese,Welcome to Earth
John Cleese,Splitting Heirs
John Cleese,It's Your Choice: Selection Skills for Managers
John Cleese,An American Tail: Fievel Goes West
John Cleese,"Um Passo, Outro Passo e Depois..."
John Cleese,Grime Goes Green: Your Business and the Environment
John Cleese,Bullseye!
John Cleese,Schweppes James Bond Style Television Commercial
John Cleese,Erik the Viking
John Cleese,The Big Picture
John Cleese,Managing Problem People. Behavioral Skills for Leaders
John Cleese,A Fish Called Wanda
John Cleese,Baby Quark
John Cleese,Dragonslayer Quark
John Cleese,Quark and the Highway Robber
John Cleese,Cheers
John Cleese,Simon Says
John Cleese,Clockwise
John Cleese,Silverado
John Cleese,Budgeting
John Cleese,So You Want to Be a Success at Selling?
John Cleese,Closing the Sale
John Cleese,Difficult Customers
John Cleese,The Presentation
John Cleese,The Preparation
John Cleese,Yellowbeard
John Cleese,The Meaning of Life
John Cleese,Privates on Parade
John Cleese,Monty Python Live at the Hollywood Bowl
John Cleese,Whoops Apocalypse
John Cleese,The Violet Hour
John Cleese,Lucifer and the Lord
John Cleese,How to Get Rid of It
John Cleese,Time Bandits
John Cleese,The Great Muppet Caper
Leslie Phillips,Honey for Tea
Leslie Phillips,Episode #1.7
Leslie Phillips,Episode #1.6
Leslie Phillips,Episode #1.5
Leslie Phillips,Episode #1.4
Leslie Phillips,Episode #1.3
Leslie Phillips,Show all 7 episodes
Leslie Phillips,Bermuda Grace
Leslie Phillips,Performance
Leslie Phillips,The Changeling
Leslie Phillips,The Trials of Oz
Leslie Phillips,Lovejoy
Leslie Phillips,The Galloping Major
Leslie Phillips,Boon
Leslie Phillips,Blackballed
Leslie Phillips,Carry on Columbus
Leslie Phillips,Thacker
Leslie Phillips,Chancer
Leslie Phillips,Sacrifice
Leslie Phillips,Fall
Leslie Phillips,Blood
Leslie Phillips,Remembrance
Leslie Phillips,Secrets
Leslie Phillips,Show all 18 episodes
Leslie Phillips,King Ralph
Leslie Phillips,Life After Life
Leslie Phillips,Who Bombed Birmingham?
Leslie Phillips,The Comic Strip Presents
Leslie Phillips,Oxford
Leslie Phillips,GLC: The Carnage Continues...
Leslie Phillips,Mountains of the Moon
Leslie Phillips,Summer's Lease
Leslie Phillips,Villa to Let
Leslie Phillips,Scandal
Leslie Phillips,Rumpole of the Bailey
Leslie Phillips,Rumpole and Portia
Leslie Phillips,Empire of the Sun
Leslie Phillips,Super Gran
Leslie Phillips,Supergran and the Birthday Dambuster
Leslie Phillips,Monte Carlo
Leslie Phillips,Episode #1.2
Leslie Phillips,Episode #1.1
Leslie Phillips,You'll Never See Me Again
Leslie Phillips,Out of Africa
Leslie Phillips,Mr. Palfrey of Westminster
Leslie Phillips,Return to Sender
Leslie Phillips,Live from Pebble Mill
Leslie Phillips,Redundant! Or the Wife's Revenge
Leslie Phillips,"The Lion, the Witch & the Wardrobe"
Leslie Phillips,"Not Now, Comrade"
Leslie Phillips,Spanish Fly
Leslie Phillips,"Don't Just Lie There, Say Something!"
Leslie Phillips,Casanova '73
Leslie Phillips,Episode #1.7
Leslie Phillips,Episode #1.6
Leslie Phillips,Episode #1.5
Leslie Phillips,Episode #1.4
Leslie Phillips,Episode #1.3
Leslie Phillips,Show all 7 episodes
Leslie Phillips,Not Now Darling
Leslie Phillips,"Father, Dear Father"
Leslie Phillips,Unaccustomed as I Am
Leslie Phillips,The Magnificent Seven Deadly Sins
Leslie Phillips,Doctor in Trouble
Leslie Phillips,The Culture Vultures
Leslie Phillips,Spring Fever
Leslie Phillips,Practical Demonstrations
Leslie Phillips,"Double, Double, Toil and Trouble"
Leslie Phillips,Rake's Progress
Leslie Phillips,Episode #1.1
Leslie Phillips,"Some Will, Some Won't"
Leslie Phillips,Galton and Simpson Comedy
Leslie Phillips,The Suit
Leslie Phillips,Theatre Date
Leslie Phillips,The Man Most Likely to ...
Leslie Phillips,Armchair Theatre
Leslie Phillips,A Very Fine Line
Leslie Phillips,The Gong Game
Leslie Phillips,Blandings Castle
Leslie Phillips,Lord Emsworth and Company for Gertrude
Leslie Phillips,Maroc 7
Leslie Phillips,Foreign Affairs
Leslie Phillips,The Exterminator
Leslie Phillips,One of Our Islands Is Missing
Leslie Phillips,Learning to Compromise
Leslie Phillips,The Leak
Leslie Phillips,Can We Have Our Ball Back?
Leslie Phillips,Show all 6 episodes
Leslie Phillips,"Carnaby, M.D."
Leslie Phillips,ITV Play of the Week
Leslie Phillips,The Reluctant Debutante
Leslie Phillips,A Voice in Vision
Leslie Phillips,You Must Be Joking!
John Cleese,Giroblauw met John Cleese
John Cleese,"Cost, Profit, and Break-Even"
John Cleese,Depreciation and Inflation
John Cleese,The Queen Special
John Cleese,The Tom Machine
John Cleese,The Taming of the Shrew
John Cleese,I'd Like a Word with You
John Cleese,Not the Nine O'Clock News
John Cleese,Unaired Pilot
John Cleese,Episode #1.6
John Cleese,"To Norway, Home of Giants"
John Cleese,Good King Memorex
John Cleese,Fawlty Towers
John Cleese,Basil the Rat
John Cleese,The Anniversary
John Cleese,The Kipper and the Corpse
John Cleese,Waldorf Salad
John Cleese,The Psychiatrist
John Cleese,Show all 12 episodes
John Cleese,Doctor Who
John Cleese,City of Death: Part Four
John Cleese,Ripping Yarns
John Cleese,Golden Gordon
John Cleese,Life of Brian
John Cleese,The Control of Working Capital
John Cleese,The Balance Sheet Barrier
John Cleese,The Fortune Teller
John Cleese,The Strange Case of the End of Civilization as We Know It
John Cleese,Three Piece Suite
John Cleese,Little Things... That Go Bump in the Night/Every Day in Every Way/Walking the Dog
John Cleese,"Meetings, Bloody Meetings"
John Cleese,Pleasure at Her Majesty's
John Cleese,"Decisions, Decisions"
John Cleese,"Who Sold You This, Then?"
John Cleese,Romance with a Double Bass
John Cleese,Monty Python and the Holy Grail
John Cleese,Golf Etiquette
John Cleese,Is This a Record?
John Cleese,The Goodies
John Cleese,The Goodies and the Beanstalk
John Cleese,The Love Ban
John Cleese,Comedy Playhouse
John Cleese,"Elementary, My Dear Watson: The Strange Case of the Dead Solicitors"
John Cleese,Monty Python's Flying Circus
John Cleese,Grandstand
John Cleese,A Book at Bedtime
John Cleese,Dennis Moore
John Cleese,E. Henry Thripshaw's Disease
John Cleese,The Nude Man
John Cleese,Show all 39 episodes
John Cleese,Monty Python's Fliegender Zirkus
John Cleese,Blödeln auf die feine englische Art
John Cleese,Blödeln für Deutschland
John Cleese,Who's There?
John Cleese,And Now for Something Completely Different
John Cleese,Misleading Cases
John Cleese,Regina Versus Sagittarius
John Cleese,The Statue
John Cleese,The Rise and Rise of Michael Rimmer
John Cleese,A Christmas Night with the Stars
John Cleese,Episode dated 25 December 1969
John Cleese,The Magic Christian
John Cleese,The Best House in London
John Cleese,The Bliss of Mrs. Blossom
John Cleese,Interlude
John Cleese,The Avengers
John Cleese,Look - (Stop Me If You've Heard This One) But There Were These Two Fellers...
John Cleese,The Frost Report
John Cleese,Special: Frost Over Christmas
John Cleese,Showbusiness
John Cleese,Youth
John Cleese,Europe
John Cleese,Crime
John Cleese,Show all 28 episodes
John Cleese,At Last the 1948 Show
John Cleese,Episode #2.7
Leslie Phillips,Comedy Playhouse
Leslie Phillips,The Time and Motion Man
Leslie Phillips,Impasse
Leslie Phillips,Father Came Too!
Leslie Phillips,Our Man at St. Mark's
Leslie Phillips,The Executive
Leslie Phillips,The Man Who Came to Lunch
Leslie Phillips,A Previous Conviction
Leslie Phillips,Side by Side
Leslie Phillips,Holier Than Thou
Leslie Phillips,Show all 7 episodes
Leslie Phillips,The Fast Lady
Leslie Phillips,The Longest Day
Leslie Phillips,Crooks Anonymous
Leslie Phillips,In the Doghouse
Leslie Phillips,Roommates
Leslie Phillips,A Coming-Out Party
Leslie Phillips,A Weekend with Lulu
Leslie Phillips,Beware of Children
Leslie Phillips,Watch Your Stern
Leslie Phillips,The Adventures of Robin Hood
Leslie Phillips,The Reluctant Rebel
Leslie Phillips,A Village Wooing
Leslie Phillips,Checkmate
Leslie Phillips,Friar Tuck
Leslie Phillips,Doctor in Love
Leslie Phillips,Inn for Trouble
Leslie Phillips,Carry on Constable
Leslie Phillips,Please Turn Over
Leslie Phillips,The Navy Lark
Leslie Phillips,Ferdinando I° re di Napoli
Leslie Phillips,Make Mine a Double
Leslie Phillips,This Other Eden
Leslie Phillips,Carry on Teacher
Leslie Phillips,Carry on Nurse
Leslie Phillips,The Angry Hills
Leslie Phillips,The Vise
Leslie Phillips,The Girl from Rome
Leslie Phillips,The Better Chance
Leslie Phillips,Lucky Man
Leslie Phillips,The Man Who Liked Funerals
Leslie Phillips,Two's Company
Leslie Phillips,The Invisible Man
Leslie Phillips,Blind Justice
Leslie Phillips,"Hell, Heaven or Hoboken"
Leslie Phillips,Saturday Playhouse
Leslie Phillips,"Carry On, Admiral"
Leslie Phillips,Heroes Don't Care
Leslie Phillips,The World Our Stage
Leslie Phillips,Episode #1.2
Leslie Phillips,O.S.S.
Leslie Phillips,Operation Chopping Block
Leslie Phillips,Just My Luck
Leslie Phillips,Les Girls
Leslie Phillips,High Flight
Leslie Phillips,Hour of Mystery
Leslie Phillips,A Murder Has Been Arranged
Leslie Phillips,Big Time Operators
Leslie Phillips,Brothers in Law
Leslie Phillips,Wire Service
Leslie Phillips,Atom at Spithead
Leslie Phillips,The Barretts of Wimpole Street
John Cleese,Episode #2.6
John Cleese,Episode #2.5
John Cleese,Episode #2.4
John Cleese,Episode #2.3
John Cleese,Show all 13 episodes
John Cleese,Monty Python Live (Mostly)
John Cleese,The Croods
John Cleese,John Cleese: The Alimony Tour
John Cleese,Just for Laughs
John Cleese,John Cleese
John Cleese,The Art of Football from A to Z
John Cleese,Wine for the Confused
John Cleese,Education Tips No. 41: Choosing a Really Expensive School
John Cleese,John Cleese's the Meaning of Life
John Cleese,Eric Idle: Exploits Monty Python
John Cleese,Comedy Masterclass
John Cleese,We Know Where You Live. Live!
John Cleese,The Human Face
John Cleese,Python Night: 30 Years of Monty Python
John Cleese,Casper & Mandrilaftalen
John Cleese,Episode #2.2
John Cleese,Fierce Creatures
John Cleese,Monty Python & the Quest for the Holy Grail
John Cleese,You'll Soon Get the Hang of It: The Technique of One to One Training
John Cleese,Look at the State We're in!
John Cleese,The Status Quo
John Cleese,Nanny Knows Best
John Cleese,Legal System
John Cleese,Local Government
John Cleese,Secrecy
John Cleese,Show all 6 episodes
John Cleese,Meetings Bloody Meetings
John Cleese,It's Your Choice: Selection Skills for Managers
John Cleese,Grime Goes Green: Your Business and the Environment
John Cleese,Parrot Sketch Not Included: Twenty Years of Monty Python
John Cleese,A Fish Called Wanda
John Cleese,Comic Relief
John Cleese,Kullagret
John Cleese,Episode #1.4
John Cleese,Bombardemagnus
John Cleese,Episode #1.7
John Cleese,Episode #1.4
John Cleese,Episode #1.3
John Cleese,The Meaning of Life
John Cleese,Monty Python Live at the Hollywood Bowl
John Cleese,Giroblauw met John Cleese
John Cleese,Away from It All
John Cleese,Fawlty Towers
John Cleese,Basil the Rat
John Cleese,The Anniversary
John Cleese,The Kipper and the Corpse
John Cleese,Waldorf Salad
John Cleese,The Psychiatrist
John Cleese,Show all 12 episodes
John Cleese,Life of Brian
John Cleese,Snavely
John Cleese,The Muppet Show
John Cleese,John Cleese
John Cleese,The Strange Case of the End of Civilization as We Know It
John Cleese,The Mermaid Frolics
John Cleese,"Meetings, Bloody Meetings"
John Cleese,The Two Ronnies
John Cleese,Episode #5.8
John Cleese,Episode #3.8
John Cleese,Episode #3.4
Alfred Enoch,Foundation
Leslie Phillips,The Big Money
Leslie Phillips,Beauty and the Beast
Leslie Phillips,The Errol Flynn Theatre
Leslie Phillips,The Red Geranium
Leslie Phillips,Adventure Theater
Leslie Phillips,The Stranger on the Sea
Leslie Phillips,Tracey and Me
Leslie Phillips,Episode #1.3
Leslie Phillips,Episode #1.2
Leslie Phillips,The Personal Secretary
Leslie Phillips,ITV Television Playhouse
Leslie Phillips,A Lady Mislaid
Leslie Phillips,BBC Sunday-Night Theatre
Leslie Phillips,Mrs. Moonlight
Leslie Phillips,The Doctor's Dilemma
Leslie Phillips,The Gamma People
Leslie Phillips,Value for Money
Leslie Phillips,As Long as They're Happy
Leslie Phillips,You Know What Sailors Are
Leslie Phillips,The Limping Man
Leslie Phillips,The Fake
Leslie Phillips,"For Better, for Worse"
Leslie Phillips,Terror on a Train
Leslie Phillips,My Wife Jacqueline
Leslie Phillips,Happily Ever After
Leslie Phillips,The Landed Proprietor
Leslie Phillips,Getting Margaret Married
Leslie Phillips,Common Interests
Leslie Phillips,The Agonies of Courtship
Leslie Phillips,Show all 6 episodes
Leslie Phillips,The Sound Barrier
Leslie Phillips,The Poppenkast
Leslie Phillips,The Galloping Major
Leslie Phillips,Pool of London
Leslie Phillips,Her Panelled Door
Leslie Phillips,Train of Events
Leslie Phillips,The Red Shoes
Leslie Phillips,Morning Departure
Leslie Phillips,Anna Karenina
Leslie Phillips,The Magic Bow
Leslie Phillips,Rhythm Serenade
Leslie Phillips,The Thief of Bagdad
Leslie Phillips,The Proud Valley
Leslie Phillips,The Four Feathers
Leslie Phillips,The Mikado
Leslie Phillips,Climbing High
Leslie Phillips,The Citadel
Leslie Phillips,Lassie from Lancashire
Leslie Phillips,Living the Life
Leslie Phillips,Elaine Paige & Twiggy
Leslie Phillips,Andrew Lloyd Webber & A. R. Rahman
Leslie Phillips,Lord Jeffrey Archer & Sir Donald Sinden
Leslie Phillips,Ian La Frenais & Marianne Faithfull
Leslie Phillips,Hans Zimmer & Derren Brown
Leslie Phillips,Show all 27 episodes
Leslie Phillips,Hello: A Portrait of Leslie Phillips
Leslie Phillips,Maroc 7
Leslie Phillips,Theatre Date
Leslie Phillips,The Man Most Likely to ...
Leslie Phillips,Crooks Anonymous
Leslie Phillips,VE Day 75 VE Day: Remembering Victory
Leslie Phillips,VE Day: Remembering Victory
John Cleese,Episode #3.3
John Cleese,Episode #3.2
John Cleese,Show all 9 episodes
John Cleese,The Meeting of Minds
John Cleese,How Not to Exhibit Yourself
John Cleese,I'll Think About It
John Cleese,More Akward Customers
John Cleese,Awkward Customers
John Cleese,In Two Minds
John Cleese,The Competitive Spirit
John Cleese,"It's Alright, It's Only a Customer"
John Cleese,"Who Sold You This, Then?"
John Cleese,Romance with a Double Bass
John Cleese,Monty Python and the Holy Grail
John Cleese,Man Hunt
John Cleese,Monty Python's Flying Circus
John Cleese,Hamlet
John Cleese,The Light Entertainment War
John Cleese,Michael Ellis
John Cleese,Grandstand
John Cleese,A Book at Bedtime
John Cleese,Show all 42 episodes
John Cleese,Is This a Record?
John Cleese,Monty Python's Fliegender Zirkus
John Cleese,Blödeln auf die feine englische Art
John Cleese,Blödeln für Deutschland
John Cleese,Rentadick
John Cleese,And Now for Something Completely Different
John Cleese,Doctor at Large
John Cleese,Mr. Moon
John Cleese,Mother and Father Doing Well
John Cleese,Cynthia Darling
John Cleese,It's All in the Mind
John Cleese,No Ill Feeling!
John Cleese,Show all 6 episodes
John Cleese,Montreux 1971
John Cleese,The Ronnie Barker Yearbook
John Cleese,Six Dates with Barker
John Cleese,1971: Come in and Lie Down
John Cleese,The Rise and Rise of Michael Rimmer
John Cleese,A Christmas Night with the Stars
John Cleese,Episode dated 25 December 1969
John Cleese,The Magic Christian
John Cleese,Doctor in the House
John Cleese,Why Do You Want to Be a Doctor?
John Cleese,Marty
John Cleese,Episode #2.7
John Cleese,Episode #2.6
John Cleese,Episode #2.5
John Cleese,Episode #2.4
John Cleese,Episode #2.3
John Cleese,Show all 12 episodes
John Cleese,David Frost Presents
John Cleese,How to Irritate People
John Cleese,Broaden Your Mind
John Cleese,Episode #1.6
John Cleese,Episode #1.4
John Cleese,Episode #1.2
John Cleese,BBC Show of the Week
John Cleese,Simply Sheila
John Cleese,The Frost Report
Alfred Enoch,Death and the Maiden
Alfred Enoch,Upon Awakening
Alfred Enoch,Preparing to Live
Alfred Enoch,The Emperor's Peace
Leslie Phillips,Hello: A Portrait of Leslie Phillips
Leslie Phillips,50 Years of Bad Sex
Leslie Phillips,Living the Life
Leslie Phillips,Leslie Phillips and Robin Gibb
Leslie Phillips,David Suchet on Sid Field: Last of the Music Hall Heroes
Leslie Phillips,Sex and the Sitcom
Leslie Phillips,Barbara Windsor: A Comedy Roast
